defName,mod,label,layers,bodyPartGroups,tags,genCommonality,proposedZone,reviewFlag
Miho_Apparel_Middle_Powered,美狐HSK拓展,미호 외골격 중갑,Middle|Shell,Torso|Neck|Shoulders|Arms|Legs,MihoPMC,,Zone_Armor,
Miho_Apparel_Middle_PoweredMechanitor,美狐HSK拓展,미호 메카나이터 외골격,Middle|Shell,Torso|Neck|Shoulders|Arms|Legs,MihoMechanitor,,Zone_Armor,
Miho_Apparel_Middle_PoweredWorker,美狐HSK拓展,미호 안전 외골격,Shell,Torso|Neck|Shoulders|Arms|Legs,MihoWorker,,Zone_Armor,
Miho_Apparel_OnSkin_OrnatedNomadic,美狐HSK拓展,미호 엘텍스 의복 (북방),OnSkin|Middle,Shoulders|Arms|Torso|Legs,MihoRoyal|Royal,,Zone_Armor,
Miho_Apparel_OnSkin_Pariah,美狐HSK拓展,미호 퍼라이어 배틀 슈트,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs,MihoPMC,,Zone_Armor,
Miho_Apparel_Shell_PMC,美狐HSK拓展,미호 군용 코트,Shell,Torso|Shoulders|Arms,MihoMilitia,0.15,Zone_Armor,
Miho_Apparel_Shell_Padding,美狐HSK拓展,미호 패딩,Shell,Torso|Shoulders|Arms|Legs,MihoCommon,0.15,Zone_Armor,
Miho_Apparel_Shell_Sorceress,美狐HSK拓展,미호 소서리스 망토,Shell,Torso|Neck|Shoulders|Arms|Legs,MihoRoyal|Royal,,Zone_Armor,
Miho_Apparel_Shell_Winter,美狐HSK拓展,미호 겨울 판초,Shell,Torso|Shoulders|Arms,MihoCommon,0.15,Zone_Armor,
OA_RK_New_Sandwich_A,金鼠族 HSK版本,Oberonia Aurea Industrial Vest,Middle,Torso,OARatkin_IndustrialApparel,,Zone_Armor,
OA_RK_New_Sandwich_B,金鼠族 HSK版本,Oberonia Aurea Technical Crew Satchel,Middle,Torso,OARatkin_NavigateApparel,,Zone_Armor,
OA_RK_New_Windbreaker_A,金鼠族 HSK版本,Oberonia Aurea Cloak,Shell,Torso|Neck|Shoulders|Arms|Legs,OARatkin_Noble_Tier1,,Zone_Armor,
OA_RK_New_Windbreaker_AA,金鼠族 HSK版本,Oberonia Aurea Birthday Ceremonial Robe,Shell,Torso|Neck|Shoulders|Arms|Legs,OARatkin_Noble_Tier1|OARatkin_Noble_Tier2|RoyalTier6|RoyalTier7|RoyalTier8,,Zone_Armor,
OA_RK_New_Windbreaker_B,金鼠族 HSK版本,Oberonia Aurea Mountain Windbreaker,Shell,Torso|Neck|Shoulders|Arms|Legs|Feet,OARatkin_TravellerApparel,,Zone_Armor,
OA_RK_New_Windbreaker_C,金鼠族 HSK版本,Oberonia Aurea Multifunctional Coat,Shell,Torso|Neck|Shoulders|Arms|Legs,OARatkin_TechnicalApparel|OARatkin_IndustrialApparel|OARatkin_NavigateApparel,,Zone_Armor,
OA_RK_New_Windbreaker_D,金鼠族 HSK版本,Oberonia Aurea Technical Officer Coat,Shell,Torso|Neck|Shoulders|Arms|Legs,OARatkin_TechnicalApparel,,Zone_Armor,
OA_RK_New_Windbreaker_E,金鼠族 HSK版本,Assault Combat Skirt Armor,Shell,Torso|Neck|Shoulders|Arms|Legs|Feet,,,Zone_Armor,
OA_RK_New_Windbreaker_FangzhiBUGdehouzhui,金鼠族 HSK版本,Heavy assault armor B,Middle|Shell,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,,,Zone_Armor,
OA_RK_New_Windbreaker_FangzhiBUGdehouzhui_ACC,金鼠族 HSK版本,Heavy assault armor,Middle|Shell,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,,,Zone_Armor,
OA_RK_New_Windbreaker_G,金鼠族 HSK版本,Full protective assault armor,Middle|Shell,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,,,Zone_Armor,
OA_RK_Sandwich_A,金鼠族 HSK版本,Oberonia Aurea ribbon,Middle,Torso,OARatkin_IndustrialApparel|OARatkin_TechnicalApparel|OARatkin_CourtApparel|OARatkin_Noble_Tier1|OARatkin_NavigateApparel,,Zone_Armor,
OA_RK_Sandwich_B,金鼠族 HSK版本,Oberonia Aurea honor ribbon,Middle,Torso,OARatkin_Noble_Tier1|OARatkin_Noble_Tier2|RoyalTier6|RoyalTier7|RoyalTier8,,Zone_Armor,
OA_RK_Sandwich_C,金鼠族 HSK版本,Shockproof vest,Middle,Torso|Neck|Shoulders,OARatkin_AssaulterArmor|OARatkin_Spaceport_AssaulterArmor,,Zone_Armor,
OA_RK_Windbreaker_D,金鼠族 HSK版本,Oberonia Aurea shawl,Shell,Torso|Neck|Shoulders|Arms|Legs,OARatkin_Noble_Tier1,,Zone_Armor,
OA_RK_Windbreaker_E,金鼠族 HSK版本,Oberonia Aurea winter shawl,Shell,Torso|Neck|Shoulders|Arms|Legs,OARatkin_Noble_Tier1|RoyalTier6|RoyalTier7,,Zone_Armor,
OA_RK_Windbreaker_F,金鼠族 HSK版本,Oberonia Aurea winter robe,Shell,Torso|Neck|Shoulders|Arms|Legs,OARatkin_CourtApparel|OARatkin_Noble_Tier1|RoyalTier6|RoyalTier7,,Zone_Armor,
OA_RK_Windbreaker_G,金鼠族 HSK版本,Oberonia Aurea ceremonial robe,Shell,Torso|Neck|Shoulders|Arms|Legs,OARatkin_Noble_Tier2|RoyalTier6|RoyalTier7|RoyalTier8,,Zone_Armor,
Crusaders,鼠族HSK拓展,十字军护甲,Shell|OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Armor,
MKSW,鼠族HSK拓展,麦克斯韦MK空地装甲（内甲）,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Armor,
MKSWWJ,鼠族HSK拓展,麦克斯韦MK空地装甲（外甲）,Shell,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Armor,
RA_PaladinArmor,鼠族HSK拓展,paladin armor,OnSkin|Middle|Shell|OuterClothing,Torso|Neck|Shoulders|Arms|Legs,RK_Melee|RK_Knight|RK_3Tier|RK_KnightCommander|RK_HeavyArmor|RoyalCombatGear,,Zone_Armor,
RKHSK_Favonius_HeavySkirt,鼠族HSK拓展,西风重裙,Middle,Legs,MedievalMilitary|MedievalArmorBasic,,Zone_Armor,
RKHSK_Favonius_OfficerArmour,鼠族HSK拓展,西风军官板甲,Shell,Torso|Shoulders|Arms|Legs|Feet,MedievalMilitary|MedievalArmorDecent|Royal,,Zone_Armor,
RKHSK_Favonius_PlateArmour,鼠族HSK拓展,西风骑士板甲,Shell,Torso|Shoulders|Arms|Legs|Feet,MedievalMilitary|MedievalArmorDecent,,Zone_Armor,
RK_BuMianJia,鼠族HSK拓展,ratkin BuMian armor,Middle|Shell,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticTier3|RK_ExoticSoldier|RK_ExoticHeavyArmor|RoyalCombatGear,,Zone_Armor,
RK_Crusader,鼠族HSK拓展,ratkin crusader dress,Middle,Torso|Neck|Shoulders|Arms|Legs,RK_Melee|RK_Knight|RK_2Tier|RK_3Tier|RK_KnightCommander|RK_HeavyArmor|RoyalCombatGear,,Zone_Armor,
RK_DaWang,鼠族HSK拓展,「Ratkin King's Armor」,OnSkin|Middle|Shell,Torso|Neck|Shoulders|Arms|Legs,,,Zone_Armor,
RK_DaoPao,鼠族HSK拓展,Dao frock,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticNoble|RK_ExoticTier3|RoyalTier2,,Zone_Armor,
RK_DouMaru,鼠族HSK拓展,SenGiTai DouMaru armor,Middle,Torso|Neck|Shoulders|Arms|Legs,RK_SenGiTaiArmor|RoyalCombatGear,,Zone_Armor,
RK_DuDouChild,鼠族HSK拓展,ratkin child bellyband,OnSkin|Middle,Torso|Shoulders|Arms|Legs,RK_ExoticWorker|RK_ExoticFarmer|RK_ExoticTier1|RK_ExoticTier2|RK_ExoticTier3|RK_ExoticChild|RoyalTier2|RoyalTier5,,Zone_Armor,
RK_DuiJinJia,鼠族HSK拓展,ratkin DuiJin armor,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticTier3|RK_ExoticSoldier|RK_ExoticHeavyArmor|RoyalCombatGear,,Zone_Armor,
RK_ExoticSimpleArmor,鼠族HSK拓展,Moustate simple armor,Middle,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticMilitia|RK_ExoticLightArmor|RoyalCombatGear,,Zone_Armor,
RK_FangRen,鼠族HSK拓展,defender uniform,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticTier2|RK_ExoticDefender|RK_ExoticSoldier|RK_ExoticLightArmor|RoyalCombatGear,,Zone_Armor,
RK_Gambeson,鼠族HSK拓展,ratkin gambeson,Middle,Torso|Neck|Shoulders|Arms|Legs,RK_Melee|RK_Knight|RK_2Tier|RK_KnightCommander|RK_HeavyArmor|RoyalCombatGear,,Zone_Armor,
RK_GambesonB,鼠族HSK拓展,ratkin gambeson b,Middle,Torso|Neck|Shoulders|Arms|Legs,RK_Melee|RK_Knight|RK_2Tier|RK_KnightCommander|RK_HeavyArmor|RoyalCombatGear,,Zone_Armor,
RK_GovernorUniform,鼠族HSK拓展,Ratkin Governor Uniform,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,RK_Ambassador|RK_3Tier|RK_Noble|RK_Worker,,Zone_Armor,
RK_GuardUniform,鼠族HSK拓展,Ratkin Guard Uniform,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,,,Zone_Armor,
RK_Gusoku,鼠族HSK拓展,ratkin Gusoku armor,Middle|Shell,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticDefender|RK_ExoticSoldier|RK_ExoticHeavyArmor|RoyalCombatGear,,Zone_Armor,
RK_IR_CuirassierArmor,鼠族HSK拓展,Iris Cuirassier Armor,Middle,Torso|Neck|Shoulders,RK_IR_Cavalry,,Zone_Armor,
RK_KB_Sappenpanzer,鼠族HSK拓展,White Rose Dayfield Body Shield,Middle,Torso|Neck|Shoulders,RK_KB_Soldier|RK_KB_Cavalry,,Zone_Armor,
RK_KO_KnightArmor,鼠族HSK拓展,Order State Knight Armor,Middle,Torso|Neck|Shoulders,,,Zone_Armor,
RK_LogistorUniform,鼠族HSK拓展,logistor uniform,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs,RK_Logistor|RoyalTier3,,Zone_Armor,
RK_ManGear,鼠族HSK拓展,ratkin Manatwar gear,Middle,Arms,RK_ExoticRanger|RK_ExoticTier2|RoyalCombatGear,,Zone_Armor,
RK_OuterPlate,鼠族HSK拓展,ratkin outer plate,Shell,Torso|Neck|Shoulders|Arms|Legs,RK_Melee|RK_Knight|RK_Noble|RK_3Tier|Royal|RoyalTier6|RoyalTier7|RK_Ambassador|RK_KnightCommander|RK_HeavyArmor|RoyalCombatGear,,Zone_Armor,
RK_Pipao,鼠族HSK拓展,Moustate robe (Pipao),Shell,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticTier2|RoyalTier5,,Zone_Armor,
RK_Rainproof,鼠族HSK拓展,Ratkin Rainproof,Shell,Torso|Neck|Shoulders,RK_Ambassador|RK_3Tier|RK_Noble|RK_Worker,,Zone_Armor,
RK_RegistrarUniform,鼠族HSK拓展,registrar uniform,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticTier3|RK_ExoticRegistrar|RK_ExoticBanditBoss|RoyalCombatGear|RoyalTier3|RoyalTier5,,Zone_Armor,
RK_Sleeves,鼠族HSK拓展,detached sleeves,Shell,Torso|Neck|Shoulders|Arms,RK_Apparel|RK_1Tier|RK_Worker|RK_Thief|RoyalTier2,,Zone_Armor,
RK_TraderAttire,鼠族HSK拓展,exotic trader attire,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticNoble|RK_ExoticTier3|RoyalTier2|RoyalTier5,,Zone_Armor,
RK_Vest,鼠族HSK拓展,ratkin utility vest,Shell,Torso|Neck|Shoulders|Arms|Legs,RK_Apparel|RK_Ambassador|RK_Gaurdener|RK_Noble|RK_2Tier|RoyalTier5,,Zone_Armor,
RK_WorkApron,鼠族HSK拓展,Ratkin Work Apron,Middle,Torso|Neck|Shoulders|Arms|Legs,RK_2Tier|RK_Worker|Royal|RoyalTier2|RoyalTier5,,Zone_Armor,
RK_XiongJia,鼠族HSK拓展,Ratkin Breastplate,Middle,Torso|Neck|Shoulders,RK_Melee|RK_Knight|RK_2Tier|RK_KnightCommander|RK_HeavyArmor|RoyalCombatGear,,Zone_Armor,
RK_ZongShi,鼠族HSK拓展,「Ratkin Long Gown of Master」,OnSkin|Middle|Shell,Torso|Neck|Shoulders|Arms|Legs,,,Zone_Armor,
fengyewaitao,鼠族HSK拓展,枫叶毛绒保暖小西服,Shell,Torso|Neck|Shoulders|Arms,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Armor,
gelusi,鼠族HSK拓展,格鲁斯之铠,Middle,Torso|Neck|Shoulders|Arms|Legs,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Armor,
hjzj,鼠族HSK拓展,纳米合金战甲（内甲）,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Armor,
hjzjwj,鼠族HSK拓展,纳米合金战甲（外甲）,Shell,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Armor,
kydc,鼠族HSK拓展,矿业调查动力服,OnSkin|Middle|Shell,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,RK_Worker|RK_Servant|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Armor,
xqzzj,鼠族HSK拓展,先驱者战甲,OnSkin|Middle,Torso|Neck|Shoulders|Arms|Legs|Hands|Feet,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Armor,
RK_BuDong,鼠族HSK拓展,「Bu Dong」,OnSkin|Middle|Shell|Belt|BackPack,Torso|Neck|Shoulders|Arms|Legs,RK_ExoticImmortal|RK_ApparelTag_HideEar,,Zone_Back,
RK_JiuHulu,鼠族HSK拓展,ratkin booze gourd,BackPack,Shoulders,RK_ExoticBerserker,,Zone_Back,
RK_Kuabao,鼠族HSK拓展,Ratkin Shoulder bag,BackPack,Shoulders,RK_Santa,,Zone_Back,
RK_MRgunner,鼠族HSK拓展,ratkin heavy gunner ammunition bag,Middle,Arms,RK_ExoticGunner|RoyalCombatGear,,Zone_Back,
RK_SashiMono,鼠族HSK拓展,ratkin Sashi Mono,BackPack,Shoulders,RK_ExoticMiliSign|RoyalCombatGear,,Zone_Back,
RK_YaoBao,鼠族HSK拓展,Ratkin Bumbag,BackPack,Shoulders,RK_Santa,,Zone_Back,
tybb,鼠族HSK拓展,大容量跳跃背包,kuabao,Torso|Shoulders,Royal,1,Zone_Back,
xiaokb,鼠族HSK拓展,皮革斜挎包,kuabao,Torso|Shoulders,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Back,
zsyg,鼠族HSK拓展,腰挂包,yaodai,Torso,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Back,
Miho_Apparel_OnSkin_Maid,美狐HSK拓展,미호 프렌치 메이드복,OnSkin,Torso|Shoulders|Arms|Legs,MihoMaid,,Zone_Base,
Miho_Apparel_OnSkin_Militia,美狐HSK拓展,미호 시큐리티 슈트,OnSkin,Torso|Shoulders|Arms|Legs,MihoMilitia,,Zone_Base,
Miho_Apparel_OnSkin_OrnatedMiho,美狐HSK拓展,미호 엘텍스 의복 (내조),OnSkin,Shoulders|Arms|Torso|Legs,MihoRoyal|Royal,,Zone_Base,
Miho_Apparel_OnSkin_OrnatedOne,美狐HSK拓展,미호 엘텍스 의복 (엔트로피 저장고),OnSkin,Shoulders|Arms|Torso|Legs,MihoRoyal|Royal,,Zone_Base,
Miho_Apparel_OnSkin_OrnatedTwo,美狐HSK拓展,미호 엘텍스 의복 (아케인 실드),OnSkin,Shoulders|Arms|Torso|Legs,MihoRoyal|Royal,,Zone_Base,
Miho_Apparel_OnSkin_PMC,美狐HSK拓展,미호 트루퍼 슈트,OnSkin,Torso|Shoulders|Arms|Legs,MihoPMC,,Zone_Base,
Miho_Apparel_OnSkin_Regular,美狐HSK拓展,미호 표준 정장,OnSkin,Torso|Shoulders|Arms|Legs,MihoCommonNecessary,,Zone_Base,
Miho_Apparel_OnSkin_Shirt,美狐HSK拓展,미호 셔츠,OnSkin,Torso|Shoulders|Arms|Legs,MihoCommonNecessary|MihoMilitia,,Zone_Base,
Miho_Apparel_OnSkin_Simple,美狐HSK拓展,미호 평상복,OnSkin,Torso|Shoulders|Arms|Legs,MihoCommonNecessary,,Zone_Base,
OA_RK_Apparel_A,金鼠族 HSK版本,Oberonia Aurea one-piece dress,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_CourtApparel,,Zone_Base,
OA_RK_Apparel_B,金鼠族 HSK版本,Oberonia Aurea short skirt,OnSkin,Torso|Shoulders|Neck|Arms|Legs,,,Zone_Base,
OA_RK_Apparel_C,金鼠族 HSK版本,Oberonia Aurea classic long dress,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_Noble_Tier1|OARatkin_CourtApparel|RoyalTier6|RoyalTier7,,Zone_Base,
OA_RK_Apparel_D,金鼠族 HSK版本,Oberonia Aurea iris dress,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_Noble_Tier1|RoyalTier6|RoyalTier7,,Zone_Base,
OA_RK_Apparel_E,金鼠族 HSK版本,Oberonia Aurea snow dress,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_Noble_Tier1|OARatkin_TravellerApparel,,Zone_Base,
OA_RK_Apparel_F,金鼠族 HSK版本,Oberonia Aurea shawl dress,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_Noble_Tier1,,Zone_Base,
OA_RK_Belt,金鼠族 HSK版本,Multifunctional utility belt,,Torso,OA_RK_Belt,,Zone_Base,
OA_RK_BlitzBelt,金鼠族 HSK版本,Blitz combat belt,,Torso,OARatkin_AssaulterArmor,,Zone_Base,
OA_RK_Middle,金鼠族 HSK版本,Blitz combat ballistic plate,OARatkin_Middle_Layer,Torso,OARatkin_AssaulterArmor,,Zone_Base,
OA_RK_New_Apparel_A,金鼠族 HSK版本,Oberonia Aurea Duplex Dress,OnSkin,Torso|Shoulders|Neck|Arms|Legs,,,Zone_Base,
OA_RK_New_Apparel_B,金鼠族 HSK版本,Oberonia Aurea Classic Robe,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_CourtApparel,,Zone_Base,
OA_RK_New_Apparel_C,金鼠族 HSK版本,Oberonia Aurea thick robe,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_CourtApparel,,Zone_Base,
OA_RK_New_Apparel_D,金鼠族 HSK版本,Golden iris orchid patterned robe,OnSkin,Torso|Shoulders|Neck|Arms|Legs,,,Zone_Base,
OA_RK_New_Apparel_E,金鼠族 HSK版本,Obernoia Aurea Birthday Ceremonial Dress,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_Noble_Tier1|OARatkin_Noble_Tier2|RoyalTier6|RoyalTier7|RoyalTier8,,Zone_Base,
OA_RK_New_Professional_Uniforms_A,金鼠族 HSK版本,Oberonia Aurea Industrial Uniform,OnSkin,Torso|Shoulders|Neck|Arms|Legs|Feet,OARatkin_IndustrialApparel,,Zone_Base,
OA_RK_New_Professional_Uniforms_B,金鼠族 HSK版本,Oberonia Aurea Technical Uniform,OnSkin,Torso|Shoulders|Neck|Arms|Legs|Feet,OARatkin_TechnicalApparel,,Zone_Base,
OA_RK_New_Professional_Uniforms_C,金鼠族 HSK版本,Oberonia Aurea Technical Officer Uniform,OnSkin,Torso|Shoulders|Neck|Arms|Legs|Feet,OARatkin_TechnicalApparel_Officer,,Zone_Base,
OA_RK_New_Professional_Uniforms_D,金鼠族 HSK版本,Oberonia Aurea Service Crew Uniform,OnSkin,Torso|Shoulders|Neck|Arms|Legs|Hands|Feet,OARatkin_NavigateApparel,,Zone_Base,
OA_RK_New_Professional_Uniforms_E,金鼠族 HSK版本,Oberonia Aurea Technical Crew Uniform,OnSkin,Torso|Shoulders|Neck|Arms|Legs|Hands|Feet,OARatkin_NavigateApparel,,Zone_Base,
OA_RK_Professional_Uniforms_A,金鼠族 HSK版本,Oberonia Aurea self-cleaning dress,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_ProfessionalUniform,,Zone_Base,
OA_RK_Professional_Uniforms_B,金鼠族 HSK版本,Oberonia Aurea ceremonial dress,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_Noble_Tier2|RoyalTier6|RoyalTier7|RoyalTier8,,Zone_Base,
OA_RK_Professional_Uniforms_C,金鼠族 HSK版本,Oberonia Aurea court suit,OnSkin,Torso|Shoulders|Neck|Arms|Legs|Feet,,,Zone_Base,
OA_RK_Professional_Uniforms_D,金鼠族 HSK版本,Blitz combat uniform,OnSkin,Torso|Shoulders|Neck|Arms|Legs|Hands|Feet,OARatkin_AssaulterArmor|OARatkin_Spaceport_AssaulterArmor,,Zone_Base,
OA_RK_Professional_Uniforms_E,金鼠族 HSK版本,Oberonia Aurea research garb,OnSkin,Torso|Shoulders|Neck|Arms|Legs,,,Zone_Base,
OA_RK_Traveller_A,金鼠族 HSK版本,Oberonia Aurea traveling robe,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_TravellerApparel,,Zone_Base,
OA_RK_Traveller_B,金鼠族 HSK版本,Oberonia Aurea snow coat,OnSkin,Torso|Shoulders|Neck|Arms|Legs,OARatkin_TravellerApparel,,Zone_Base,继承-已补判
RA_DetectiveDress,鼠族HSK拓展,ratkin detective dress,OnSkin,Torso|Shoulders|Arms|Legs,RK_Apparel|RK_2Tier|RK_Doctor|RK_Ambassador|RoyalTier2,,Zone_Base,
RK_AF_InfantryUniform,鼠族HSK拓展,Albizia Infantry Uniform,OnSkin,Torso|Neck|Shoulders|Arms|Legs,RK_AF_Soldier,,Zone_Base,
